positive_class,true_negatives,false_positives,false_negatives,true_positives,example_count,accuracy_score,recall_score,precision_score,f1_score
0,207,3,9,1,220,0.9454545454545454,0.1,0.25,0.14285714285714285
1,206,0,14,0,220,0.9363636363636364,0.0,0.0,0.0
2,118,7,8,87,220,0.9318181818181818,0.9157894736842105,0.925531914893617,0.9206349206349206
3,215,0,5,0,220,0.9772727272727273,0.0,0.0,0.0
4,94,30,4,92,220,0.8454545454545455,0.9583333333333334,0.7540983606557377,0.8440366972477065
